 ,Full Name,Gender,Date of Birth,RPP,ERPP,Parliament Name,D I P S,E O P T,Political Party Name
1244,Smiles. Mr. Donald Cecil,M,05.10.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1245,Snell. Mr. Grant Trevor,M,01.05.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1246,Sulliman. Mr. Ebrahim Mohammed,M,21.03.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1247,Tsebe. Ms. Sussana Rebecca,F,02.08.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1248,Van Der Linde. Mr. Jacob Jeffrey,M,22.07.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1249,Van Schalkwyk. Ms. Helena Claudina,F,08.08.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1250,Wenger. Ms. Marta,F,18.07.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1251,Poho-Mbhele. Mr. Pakiso David,M,23.07.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1252,Harris. Mr. Timothy Duncan,M,23.08.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1253,Ntapane. Inkosi Stanley Zoyisile,M,23.05.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,UDM
1254,Ngcobo. Mr. Eugene Nhlanhla Nqaba,M,18.09.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1255,Dikobo. Mr. Koti Jacob,M,22.02.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,AZAPO
1256,Thibedi. Mr. Jerry Dimotana,M,07.04.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1257,Paulse. Ms. Sarah Unes,F,04.01.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ID
1258,Smalle. Mr. Jacobus Frederik,M,28.06.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1259,Max. Advocate Lennit Hendry,M,01.10.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1260,Bothman (Pampiri). Ms. Sizeni Grace,F,12.04.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1261,Williams-De Bruyn. Ms. Sophia Theresa,F,24.01.38 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1262,Motsepe. Ms. Rebecca Mmakosha,F,31.08.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1263,McIntosh. Mr. Graham Brian Douglas,M,18.01.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1264,Mohorosi. Ms. Mpane Martha,F,18.01.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1265,Eloff. Mr. Ernst Hendrik,M,14.05.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1266,Moepeng. Mr. John Kabelo,M,14.03.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1267,Sindane. Ms. Gelana Sarian,F,24.08.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1268,Ferguson. Ms. Beryl Delores,F,06.12.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1269,Mosimane. Ms. Constance Kedibone Kelekegile,F,02.02.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1270,Huang. Mr. Chun-Chiao,M,29.09.81 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1271,Ngubeni-Maluleka. Ms. Jabhile Pretty,F,29.12.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1272,Chili. Ms. Dudu Olive,F,28.10.41 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1273,Rodgers. Mr. Francois Adrianus,M,10.09.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1274,Berend. Ms. Suzan Roseline,F,01.09.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1275,Wayile. Mr. Zanoxolo Goodman,M,21.10.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1276,Swanepoel. Mr. Daryl Wade,M,16.06.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1277,Matiwane. Ms. Ncumisa Gloria,F,18.06.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1278,De Goede. Mr. Justus,M,10.04.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1279,Khama. Seretse Khama Ian ,M,27.02.53 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1280,Bolele. Bernard ,M,10.03.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1281,Nasha. Margaret N. ,F,06.08.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1282,Skelemani. Phandu ,M,05.01.45 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1283,Kwelagobe. Daniel ,M,01.09.43 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1284,Seretse. Dikgakgamatso R. ,M,26.04.44 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1285,Venson-Moitoi. Pelonomi ,F,13.05.51 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1286,Molefhi. Nonofo E. ,M,20.11.59 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1287,Siele. Peter L. ,M,03.01.45 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1288,Molatlhegi. Kagiso P. ,M,23.06.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1289,Toto. John K. ,M,31.01.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1290,Saleshando. Gilson ,M,12.04.41 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1291,De Graaf. Christian ,M,22.06.73 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1292,Swartz. Johnnie K. ,M,10.11.44 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1293,Kedikilwe. Ponatshego H. ,M,04.08.38 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1294,Arone. Bagalatia ,M,08.07.78 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1295,Mokaila. Onkokame K. ,M,06.07.59 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1296,Somolekae. Gloria ,F,03.11.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1297,Guma. Samson M. ,M,20.08.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1298,Makgalemele. Dikgang P. ,M,04.12.65 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1299,Kgathi. Shaw ,M,18.10.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1300,Mokalake. Lebonamang T. ,M,01.05.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1301,Batshu. Edwin J. ,M,21.06.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1302,Kesupile. Abram ,M,16.01.49 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BNF
1303,Matlhabaphiri. Gaotlhaetse U. ,M,06.11.49 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1304,Ramsden. Frank J. ,M,07.01.53 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1305,Seakgosing. John ,M,03.02.36 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1306,Pheto. Moeng R. ,M,12.12.49 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1307,Seretse. Vincent ,M,03.01.57 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1308,Khwae. Phillip ,M,05.07.67 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BNF
1309,Matambo. Ontefetse K. ,M,01.12.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1310,Moatlhodi. Pono P. P. ,M,10.09.50 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1311,Masisi. Tshelang W. ,M,29.03.51 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1312,Rakhudu. Keletso J. ,M,11.08.56 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1313,Masitara. Robert ,M,17.04.68 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1314,Makgato-Malesu. Dorcus ,F,21.06.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1315,Masisi. Mokgweetsi E. ,M,21.07.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1316,Khama. Tshekedi ,M,09.06.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1317,Ntuane. Botsalo ,M,11.03.71 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1318,Mabiletsa. Isaac S. ,M,22.02.53 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1319,Mangole. Gilbert ,M,21.06.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BMD
1320,Goya. Moiseraele ,M,16.04.62 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1321,Modubule. Nehemiah M. ,M,16.02.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1322,Reatile. Mephato R. ,M,01.04.67 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1323,Mmolotsi. Wynter ,M,30.09.63 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BMD
1324,Nshimwe. Gibson ,M,24.04.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1325,Maele. Prince ,M,02.08.68 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1326,Masimolole. Patrick M. G. ,M,07.12.70 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1327,Kablay. Liakat ,M,03.09.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1328,Moremi II. Kgosi Tawana ,M,05.10.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1329,Raletobana. Mmoloki E. ,M,06.06.68 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1330,Saleshando. Dumelang ,M,13.09.71 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1331,Habano. Taolo G. ,M,02.03.50 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1332,Motlhale. Odirile ,M,25.12.70 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1333,Motowane. Maxwell ,M,13.10.72 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1334,Tshireletso. Botlogile M. ,F,24.12.54 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1335,Tsogwane. Slumber ,M,21.09.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1336,Rammidi. Kentse ,M,08.09.65 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1337,Makosha. Rayner ,M,27.05.55 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1338,Molebatsi. Oreeditse S. ,M,11.03.52 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1339,Gaborone. Olebile M. ,M,12.08.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1340,Tibone. Charles M. ,M,05.01.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1341,Seretse Khama Ian Khama,M,27.02.53 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1342,Mokgweetsi E. K. Masisi,M,21.07.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1343,Slumber Tsogwane ,M,21.09.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1344,Gladys K. T. Kokorwe,F,28.11.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1345,Dr. Pelonomi Venson-Moitoi,F,13.05.51 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1346,Dr. Unity Dow,F,23.04.59 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1347,Dorcus K. Makgato,F,21.06.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1348,Botlotlegi M. Tshireletso,F,24.12.54 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1349,Bogolo J. Kenewendo,F,26.05.87 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1350,Kagiso P. Molatlhegi,M,23.06.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1351,Kitso O. Mokaila,M,10.11.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1352,Nonofo E. Molefhi,M,20.11.59 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1353,Vincent T. Seretse,M,03.01.57 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1354,Ontefetse K. Matambo,M,01.12.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1355,Shaw Kgathi,M,18.11.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1356,Tshekedi S. Khama,M,09.06.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1357,Dr. Alfred Madigele,M,14.02.76 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1358,Kefentse Mzwinila,M,06.01.75 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1359,Bagalatia Arone,M,08.07.78 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1360,Duma G. Boko,M,06.03.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1361,Liakat L. Kablay,M,03.09.58 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1362,Gilbert S. Mangole,M,21.06.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1363,Ngaka M. Ngaka,M,20.03.74 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1364,Moiseraele M. Goya,M,16.04.62 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1365,Dikgang P. Makgalemele,M,04.12.65 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1366,Fidelis M. M. Molao,M,22.04.77 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1367,Kgotla K. Autlwetse,M,04.01.49 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1368,Frans S. Van Der Westhuizen,M,19.03.63 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1369,Ganda B. Butale,M,03.08.72 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1370,Thato Kwerepe,M,04.07.56 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1371,Itumeleng E. Moipisi,M,25.02.68 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1372,Machana R. Shamukuni,M,23.09.76 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1373,Samson M. Guma,M,20.08.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1374,Edwin J. Batshu,M,21.06.47 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1375,Christian De Graaff,M,22.06.73 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1376,Abram S. S. Kesupile,M,16.01.49 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1377,Prince M. Maele,M,02.08.68 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1378,Winter B. Mmolotsi,M,30.09.63 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1379,Kgosi Tawana Moremi II,M,05.10.69 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1380,Honest B. Billy,M,26.06.70 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1381,Dr. Phenyo Butale,M,14.04.80 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1382,Ndaba N. Gaolathe,M,05.09.72 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1383,Sadique Kebonang,M,10.06.75 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1384,Dithapelo L. Keorapetse,M,24.02.82 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1385,Sedirwa Kgoroba,M,26.07.62 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1386,Mohammed I. Khan,M,24.07.64 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1387,Sethomo Lelatisitswe,M,02.02.78 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1388,Polson Majaga,M,02.10.73 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1389,Kostantinos Markus,M,28.08.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1390,Dr Tlamelo O. Mmatli,M,13.04.62 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1391,Maj. Gen. Pius Mokgware,M,22.09.59 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1392,Joseph Molefe,M,25.08.61 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1393,Mokwaledi I. Moswaane,M,04.04.67 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1394,Haskins G. Nkaigwa,M,23.07.77 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1395,Shawn Ntlhaile,M,07.02.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1396,Samuel O. S. Rantuana,M,27.07.60 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BCP
1397,Noah S. L. M. Salakae,M,26.06.77 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1398,Kgosi Lotlamoreng II,M,25.08.77 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1399,Mephato Reatile,M,01.04.67 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
1400,Hon. Kenneth M. Segokgo,M,13.05.70 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1401,Bright M. Molebatsi,M,20.03.65 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,UDC
1402,Karabo S. Gare,M,15.05.79 00:00,No,,National Assembly of Botswana,20.10.09 00:00,01.10.19 00:00,BDP
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
